MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932836,0.0640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.8530000,0.2282381,0.0451423,-0.0649936
MsgID.LOCAL_VELOCITY,20.8530000,-0.0000005,0.0000084,0.0000060
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932824,0.0730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.1030000,0.0975491,0.0805739,-0.0730448
MsgID.LOCAL_VELOCITY,21.1030000,-0.0000012,-0.0000016,0.0000058
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932827,0.0860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.3530000,0.1338900,-0.0067116,-0.0860600
MsgID.LOCAL_VELOCITY,21.3530000,0.0000017,0.0000021,0.0000168
MsgID.GLOBAL_POSITION,0.0000000,-122.3957499,37.7932829,0.0980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.6030000,0.1586218,0.1811980,-0.0984930
